"ROI (%)","Error Rate (%)","Win/Loss Ratio","# Trades/Day","Ending Balance ($)","# Wins","# Losses","Period","# Days","Trend EMA","Oversold RSI","Oversold RSI Periods","Neutral Rate","Full Parameters"
56.28,57.04,0.753,14.2,1562.80151824,61,81,"10m",10,11,24,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 24,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
56.158,57.14,0.75,14,1561.58065544,60,80,"10m",10,11,26,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 26,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
56.135,57.45,0.741,14.1,1561.34525592,60,81,"10m",10,11,27,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 27,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
55.431,54.61,0.831,14.1,1554.30951116,64,77,"10m",10,11,25,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 25,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
54.779,56.34,0.775,14.2,1547.79433817,62,80,"10m",10,11,21,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 21,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
54.661,57.14,0.75,14,1546.61311256,60,80,"10m",10,11,29,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 29,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
54.309,56.74,0.762,14.1,1543.08878821,61,80,"10m",10,11,23,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 23,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
53.786,54.69,0.829,12.8,1537.85737777,58,70,"10m",10,11,29,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 29,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
53.501,54.62,0.831,13,1535.00548805,59,71,"10m",10,11,28,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 28,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
52.668,55.3,0.808,13.2,1526.67818966,59,73,"10m",10,11,26,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 26,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
52.105,54.7,0.828,11.7,1521.04622822,53,64,"10m",10,11,30,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 30,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
51.373,55.88,0.789,13.6,1513.73292807,60,76,"10m",10,11,29,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 29,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
51.323,57.66,0.734,13.7,1513.23147314,58,79,"10m",10,11,20,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 20,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
51.284,56.93,0.756,13.7,1512.83532848,59,78,"10m",10,11,28,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 28,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
51.053,55.56,0.8,13.5,1510.52581853,60,75,"10m",10,11,25,6,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 25,  ""oversold_rsi_periods"": 6,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 6,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
50.157,54.55,0.833,2.2,1501.56698819,10,12,"10m",10,11,20,7,0.25,"{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": 0.25,  ""order_adjust_time"": 30000,  ""oversold_rsi"": 20,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
49.3,59.09,0.692,2.2,1492.99620027,9,13,"10m",10,11,22,8,0.25,"{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": 0.25,  ""order_adjust_time"": 30000,  ""oversold_rsi"": 22,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
49.241,59.09,0.692,2.2,1492.40600674,9,13,"10m",10,11,20,8,0.25,"{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": 0.25,  ""order_adjust_time"": 30000,  ""oversold_rsi"": 20,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
49.241,59.09,0.692,2.2,1492.40600674,9,13,"10m",10,11,21,8,0.25,"{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": 0.25,  ""order_adjust_time"": 30000,  ""oversold_rsi"": 21,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
48.802,57.66,0.734,13.7,1488.02481911,58,79,"10m",10,11,21,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 21,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
47.998,56.74,0.762,14.1,1479.97564923,61,80,"10m",10,11,20,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 20,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
47.806,57.14,0.75,14,1478.05832521,60,80,"10m",10,11,22,8,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 22,  ""oversold_rsi_periods"": 8,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 8,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"
46.633,54.2,0.845,13.1,1466.33298384,60,71,"10m",10,11,30,7,"auto","{  ""asset_capital"": 0,  ""buy_pct"": 98,  ""buy_stop_pct"": 0,  ""currency_capital"": 1000,  ""days"": 10,  ""markup_pct"": 0,  ""max_sell_loss_pct"": 25,  ""max_slippage_pct"": 5,  ""min_periods"": 52,  ""mode"": ""sim"",  ""neutral_rate"": ""auto"",  ""order_adjust_time"": 30000,  ""oversold_rsi"": 30,  ""oversold_rsi_periods"": 7,  ""period"": ""10m"",  ""profit_stop_enable_pct"": 0,  ""profit_stop_pct"": 1,  ""rsi_periods"": 7,  ""selector"": ""gdax.ETH-USD"",  ""sell_pct"": 98,  ""sell_stop_pct"": 0,  ""start"": 1495929600000,  ""stats"": false,  ""strategy"": ""trend_ema"",  ""trend_ema"": 11,  ""verbose"": false}"